Data,ISPB,Nome,NaturezaUsuario,TipoChave,qtdChaves
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PJ,Celular,110
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PF,e-mail,271
2024-12-31,8030602,CCM CORRET SEG EST SAO PAULO,PJ,CNPJ,750
2024-12-31,34471744,PAGME IP LTDA,PJ,Celular,55
2024-12-31,34471744,PAGME IP LTDA,PF,e-mail,461
2024-12-31,34471744,PAGME IP LTDA,PF,Aleatória,825
2024-12-31,34471744,PAGME IP LTDA,PJ,CNPJ,324
2024-12-31,34471744,PAGME IP LTDA,PJ,Aleatória,582
2024-12-31,34471744,PAGME IP LTDA,PF,CPF,163
2024-12-31,34471744,PAGME IP LTDA,PJ,e-mail,415
2024-12-31,34471744,PAGME IP LTDA,PF,Celular,214
2024-12-31,2641969,CCLAA NOVA TRENTO,PJ,CNPJ,4014
2024-12-31,2641969,CCLAA NOVA TRENTO,PF,e-mail,2691
2024-12-31,2641969,CCLAA NOVA TRENTO,PF,CPF,8478
2024-12-31,2641969,CCLAA NOVA TRENTO,PF,Celular,6045
2024-12-31,5222094,COOP SICOOB CERRADO,PF,e-mail,558
2024-12-31,5222094,COOP SICOOB CERRADO,PJ,Celular,201
2024-12-31,5222094,COOP SICOOB CERRADO,PF,Celular,1422
2024-12-31,5222094,COOP SICOOB CERRADO,PJ,CNPJ,557
2024-12-31,5222094,COOP SICOOB CERRADO,PJ,Aleatória,158
2024-12-31,5222094,COOP SICOOB CERRADO,PJ,e-mail,116
2024-12-31,5222094,COOP SICOOB CERRADO,PF,Aleatória,589
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PJ,Celular,878
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PJ,Aleatória,733
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PJ,CNPJ,3346
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PF,Celular,6372
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PF,e-mail,3104
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PF,CPF,6509
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PF,Aleatória,4377
2024-12-31,2173447,CCLA CENTRO NORDESTE MINEIRO,PJ,e-mail,482
2024-12-31,2876918,CC SICOOB NORTE SUL,PJ,Celular,510
2024-12-31,2876918,CC SICOOB NORTE SUL,PJ,CNPJ,1650
2024-12-31,2876918,CC SICOOB NORTE SUL,PF,e-mail,1545
2024-12-31,2876918,CC SICOOB NORTE SUL,PF,Celular,2639
2024-12-31,2876918,CC SICOOB NORTE SUL,PJ,e-mail,416
2024-12-31,2876918,CC SICOOB NORTE SUL,PF,CPF,2284
2024-12-31,2876918,CC SICOOB NORTE SUL,PJ,Aleatória,902
2024-12-31,2876918,CC SICOOB NORTE SUL,PF,Aleatória,3209
2024-12-31,5222094,COOP SICOOB CERRADO,PF,CPF,1250
2024-12-31,2641969,CCLAA NOVA TRENTO,PF,Aleatória,3891
2024-12-31,2641969,CCLAA NOVA TRENTO,PJ,Celular,1119
2024-12-31,2641969,CCLAA NOVA TRENTO,PJ,e-mail,921
2024-12-31,2641969,CCLAA NOVA TRENTO,PJ,Aleatória,1588
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PJ,CNPJ,4
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PJ,e-mail,3
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PF,Celular,73
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PF,Aleatória,1422
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PF,e-mail,801
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PJ,Celular,359
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PJ,CNPJ,704
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PF,Celular,1904
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PF,Aleatória,802
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PF,CPF,2300
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PJ,Aleatória,240
2024-12-31,7252614,COOP CRESOL CONFIANÇA,PJ,e-mail,261
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PF,e-mail,94
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PJ,Aleatória,39
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PJ,Celular,2
2024-12-31,40083667,"CAPITAL CONSIG SCD S,A,",PF,CPF,22
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PJ,Celular,50
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PF,e-mail,784
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PF,Celular,992
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PJ,CNPJ,222
2024-12-31,31166683,MOUNT PAY,PJ,e-mail,64
2024-12-31,31166683,MOUNT PAY,PF,e-mail,55
2024-12-31,31166683,MOUNT PAY,PF,Aleatória,12282
2024-12-31,31166683,MOUNT PAY,PJ,CNPJ,52
2024-12-31,31166683,MOUNT PAY,PF,Celular,35
2024-12-31,31166683,MOUNT PAY,PF,CPF,6
2024-12-31,31166683,MOUNT PAY,PJ,Celular,15
2024-12-31,37880206,CORA SCFI,PJ,CNPJ,316421
2024-12-31,37880206,CORA SCFI,PJ,Celular,86255
2024-12-31,37880206,CORA SCFI,PJ,e-mail,151387
2024-12-31,37880206,CORA SCFI,PJ,Aleatória,655410
2024-12-31,31166683,MOUNT PAY,PJ,Aleatória,1310
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PF,Aleatória,1289
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PJ,e-mail,58
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PF,CPF,1209
2024-12-31,4751713,CC INV DE RONDÔNIA - SICOOB CREDJURD,PJ,Aleatória,93
2024-12-31,5276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,PJ,e-mail,867
2024-12-31,5276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,PF,Celular,5399
2024-12-31,5276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,PJ,Aleatória,1163
2024-12-31,5276770,COOP CRESOL FRONTEIRAS PR/SC/SP/ES,PJ,CNPJ,1995
2024-12-31,869687,CCLA BOA ESPERANÇA,PJ,CNPJ,405
2024-12-31,869687,CCLA BOA ESPERANÇA,PJ,e-mail,57
2024-12-31,869687,CCLA BOA ESPERANÇA,PJ,Aleatória,111
2024-12-31,869687,CCLA BOA ESPERANÇA,PF,Celular,1177
2024-12-31,869687,CCLA BOA ESPERANÇA,PF,e-mail,421
2024-12-31,869687,CCLA BOA ESPERANÇA,PJ,Celular,116
2024-12-31,869687,CCLA BOA ESPERANÇA,PF,CPF,1443
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PJ,Celular,5
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PF,Celular,25
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PJ,e-mail,10
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PJ,Aleatória,209
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PF,CPF,16
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PF,e-mail,109
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PF,Aleatória,401
2024-12-31,48703388,"ASA SOCIEDADE DE CRÉDITO DIRETO S,A,",PJ,CNPJ,1
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PF,Celular,3020
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PF,Aleatória,3320
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PJ,Celular,1677
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PF,CPF,4400
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PF,e-mail,3948
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PJ,CNPJ,1473
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PJ,e-mail,2014
2024-12-31,11970623,"BCO SENFF S,A,",PF,e-mail,4314
2024-12-31,11970623,"BCO SENFF S,A,",PJ,CNPJ,7
2024-12-31,11970623,"BCO SENFF S,A,",PJ,e-mail,9
2024-12-31,11970623,"BCO SENFF S,A,",PF,Celular,1333
2024-12-31,11970623,"BCO SENFF S,A,",PJ,Aleatória,64
2024-12-31,11970623,"BCO SENFF S,A,",PJ,Celular,6
2024-12-31,11970623,"BCO SENFF S,A,",PF,Aleatória,53847
2024-12-31,11970623,"BCO SENFF S,A,",PF,CPF,1442
2024-12-31,68900810,"BCO RENDIMENTO S,A,",PJ,Aleatória,2519
2024-12-31,869687,CCLA BOA ESPERANÇA,PF,Aleatória,574
